xc_id,scientific_name,common_name_id,country,quality,duration,license_type,xc_url,split_note
XC937966,Geopelia striata,Perkutut Jawa,Malaysia,A,0:47,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/937966,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC871888,Geopelia striata,Perkutut Jawa,Thailand,A,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/871888,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC848443,Geopelia striata,Perkutut Jawa,Malaysia,A,0:13,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/848443,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC844747,Geopelia striata,Perkutut Jawa,Thailand,A,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/844747,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC844626,Geopelia striata,Perkutut Jawa,Thailand,A,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/844626,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC830485,Geopelia striata,Perkutut Jawa,Mauritius,A,0:12,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/830485,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC830483,Geopelia striata,Perkutut Jawa,Mauritius,A,0:14,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/830483,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC788771,Geopelia striata,Perkutut Jawa,Malaysia,A,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/788771,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC783712,Geopelia striata,Perkutut Jawa,Thailand,A,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/783712,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC618483,Geopelia striata,Perkutut Jawa,Malaysia,A,0:40,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/618483,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC616403,Geopelia striata,Perkutut Jawa,Thailand,A,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/616403,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC598171,Geopelia striata,Perkutut Jawa,Thailand,A,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/598171,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC589483,Geopelia striata,Perkutut Jawa,Seychelles,A,0:31,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/589483,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC588080,Geopelia striata,Perkutut Jawa,Mauritius,A,0:03,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/588080,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC207922,Geopelia striata,Perkutut Jawa,Mauritius,A,1:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/207922,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC207921,Geopelia striata,Perkutut Jawa,Mauritius,A,0:58,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/207921,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC207911,Geopelia striata,Perkutut Jawa,Mauritius,A,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/207911,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203391,Geopelia striata,Perkutut Jawa,Mauritius,A,0:56,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203391,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203373,Geopelia striata,Perkutut Jawa,Mauritius,A,0:57,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203373,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203367,Geopelia striata,Perkutut Jawa,Mauritius,A,2:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203367,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203366,Geopelia striata,Perkutut Jawa,Mauritius,A,0:53,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203366,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203357,Geopelia striata,Perkutut Jawa,Mauritius,A,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203357,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203351,Geopelia striata,Perkutut Jawa,Mauritius,A,0:59,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203351,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC199206,Geopelia striata,Perkutut Jawa,Mauritius,A,0:57,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/199206,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1080637,Geopelia striata,Perkutut Jawa,Singapore,B,0:00,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1080637,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1075196,Geopelia striata,Perkutut Jawa,Indonesia,B,2:42,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1075196,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1048463,Geopelia striata,Perkutut Jawa,Malaysia,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1048463,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1047135,Geopelia striata,Perkutut Jawa,Thailand,B,1:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1047135,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC983157,Geopelia striata,Perkutut Jawa,Cambodia,B,0:15,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/983157,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC973127,Geopelia striata,Perkutut Jawa,Singapore,B,1:16,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/973127,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC973067,Geopelia striata,Perkutut Jawa,Thailand,B,0:34,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/973067,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC936889,Geopelia striata,Perkutut Jawa,Thailand,B,0:21,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/936889,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC936403,Geopelia striata,Perkutut Jawa,Thailand,B,1:42,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/936403,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC918374,Geopelia striata,Perkutut Jawa,France,B,0:40,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/918374,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC904166,Geopelia striata,Perkutut Jawa,Laos,B,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/904166,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC861442,Geopelia striata,Perkutut Jawa,Laos,B,2:00,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/861442,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC844118,Geopelia striata,Perkutut Jawa,Thailand,B,0:23,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/844118,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC828507,Geopelia striata,Perkutut Jawa,Laos,B,0:26,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/828507,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC797139,Geopelia striata,Perkutut Jawa,Thailand,B,1:02,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/797139,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC788414,Geopelia striata,Perkutut Jawa,Malaysia,B,0:02,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/788414,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC788244,Geopelia striata,Perkutut Jawa,Thailand,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/788244,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC787535,Geopelia striata,Perkutut Jawa,Singapore,B,0:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/787535,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC787534,Geopelia striata,Perkutut Jawa,Singapore,B,0:24,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/787534,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC782724,Geopelia striata,Perkutut Jawa,Singapore,B,1:01,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/782724,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC779114,Geopelia striata,Perkutut Jawa,Thailand,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/779114,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC764718,Geopelia striata,Perkutut Jawa,Singapore,B,0:54,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/764718,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC756428,Geopelia striata,Perkutut Jawa,Singapore,B,0:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/756428,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC748014,Geopelia striata,Perkutut Jawa,Malaysia,B,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/748014,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC713711,Geopelia striata,Perkutut Jawa,Seychelles,B,0:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/713711,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC685690,Geopelia striata,Perkutut Jawa,Malaysia,B,0:01,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/685690,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC665873,Geopelia striata,Perkutut Jawa,Singapore,B,0:45,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/665873,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC655104,Geopelia striata,Perkutut Jawa,Cambodia,B,0:16,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/655104,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC642415,Geopelia striata,Perkutut Jawa,Singapore,B,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/642415,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC593996,Geopelia striata,Perkutut Jawa,Laos,B,0:35,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/593996,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC580215,Geopelia striata,Perkutut Jawa,Laos,B,0:22,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/580215,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC578384,Geopelia striata,Perkutut Jawa,Indonesia,B,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/578384,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC560520,Geopelia striata,Perkutut Jawa,Malaysia,B,1:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/560520,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC559916,Geopelia striata,Perkutut Jawa,Thailand,B,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/559916,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC559644,Geopelia striata,Perkutut Jawa,Thailand,B,0:35,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/559644,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC541311,Geopelia striata,Perkutut Jawa,Malaysia,B,0:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/541311,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC528907,Geopelia striata,Perkutut Jawa,Singapore,B,3:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/528907,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC522909,Geopelia striata,Perkutut Jawa,Malaysia,B,2:04,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/522909,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC461650,Geopelia striata,Perkutut Jawa,Thailand,B,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/461650,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC447638,Geopelia striata,Perkutut Jawa,Thailand,B,0:40,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/447638,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC445754,Geopelia striata,Perkutut Jawa,Malaysia,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/445754,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC439488,Geopelia striata,Perkutut Jawa,Malaysia,B,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/439488,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC434900,Geopelia striata,Perkutut Jawa,Thailand,B,2:44,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/434900,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC434301,Geopelia striata,Perkutut Jawa,Malaysia,B,0:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/434301,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC404001,Geopelia striata,Perkutut Jawa,Seychelles,B,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/404001,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC400874,Geopelia striata,Perkutut Jawa,France,B,0:13,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/400874,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC397190,Geopelia striata,Perkutut Jawa,Thailand,B,0:45,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/397190,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC382147,Geopelia striata,Perkutut Jawa,Thailand,B,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/382147,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC364380,Geopelia striata,Perkutut Jawa,Thailand,B,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/364380,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC352051,Geopelia striata,Perkutut Jawa,Malaysia,B,1:53,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/352051,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC348091,Geopelia striata,Perkutut Jawa,Thailand,B,0:21,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/348091,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC347813,Geopelia striata,Perkutut Jawa,Philippines,B,0:18,https://creativecommons.org/licenses/by-sa/4.0/,https://xeno-canto.org/347813,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC347812,Geopelia striata,Perkutut Jawa,Philippines,B,0:18,https://creativecommons.org/licenses/by-sa/4.0/,https://xeno-canto.org/347812,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC347811,Geopelia striata,Perkutut Jawa,Philippines,B,0:44,https://creativecommons.org/licenses/by-sa/4.0/,https://xeno-canto.org/347811,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC345584,Geopelia striata,Perkutut Jawa,Philippines,B,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/345584,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC342490,Geopelia striata,Perkutut Jawa,Philippines,B,0:20,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/342490,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC307402,Geopelia striata,Perkutut Jawa,Malaysia,B,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/307402,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC304320,Geopelia striata,Perkutut Jawa,Malaysia,B,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/304320,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC302526,Geopelia striata,Perkutut Jawa,Vietnam,B,0:44,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/302526,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC290487,Geopelia striata,Perkutut Jawa,Malaysia,B,0:14,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/290487,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC290486,Geopelia striata,Perkutut Jawa,Malaysia,B,0:18,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/290486,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC290485,Geopelia striata,Perkutut Jawa,Malaysia,B,0:25,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/290485,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC205818,Geopelia striata,Perkutut Jawa,United States,B,0:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/205818,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203389,Geopelia striata,Perkutut Jawa,Mauritius,B,1:07,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203389,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC203258,Geopelia striata,Perkutut Jawa,United States,B,0:40,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/203258,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC198974,Geopelia striata,Perkutut Jawa,Mauritius,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/198974,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC192181,Geopelia striata,Perkutut Jawa,Malaysia,B,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/192181,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC192180,Geopelia striata,Perkutut Jawa,Malaysia,B,0:06,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/192180,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC175520,Geopelia striata,Perkutut Jawa,United States,B,2:52,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/175520,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC175251,Geopelia striata,Perkutut Jawa,United States,B,0:57,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/175251,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC175250,Geopelia striata,Perkutut Jawa,United States,B,0:40,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/175250,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
