filepath,filename,species,duration_sec,sample_rate,silence_ratio,rms,peak_amp,clipping_ratio,estimated_snr_db,active_segments,status,notes
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC150706.mp3,XC150706.mp3,Geopelia striata,24.67,44100,0.0,0.10434030741453171,0.8947837352752686,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC151610.mp3,XC151610.mp3,Geopelia striata,102.72,48000,0.002,0.01207325141876936,0.2515758275985718,0.0,50.0,16,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC157267.mp3,XC157267.mp3,Geopelia striata,24.14,44100,0.0,0.03428599610924721,1.0046461820602417,5.636724386724387e-06,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC164827.mp3,XC164827.mp3,Geopelia striata,16.06,48000,0.015,0.011385893449187279,0.16946449875831604,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC175250.mp3,XC175250.mp3,Geopelia striata,40.7,44100,0.065,0.023650862276554108,0.49409136176109314,0.0,17.9,33,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC175251.mp3,XC175251.mp3,Geopelia striata,57.13,44100,0.142,0.036947764456272125,1.002321481704712,1.5876644820403393e-06,18.03,99,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC175520.mp3,XC175520.mp3,Geopelia striata,172.83,44100,0.459,0.010937352664768696,0.5366424918174744,0.0,12.08,510,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC192180.mp3,XC192180.mp3,Geopelia striata,6.17,44100,0.0,0.038738783448934555,0.25153905153274536,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC192181.mp3,XC192181.mp3,Geopelia striata,31.12,44100,0.0,0.03103172406554222,0.4687461256980896,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC198622.mp3,XC198622.mp3,Geopelia striata,8.62,44100,0.004,0.026871580630540848,0.20886081457138062,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC198974.mp3,XC198974.mp3,Geopelia striata,15.0,44100,0.015,0.02122075855731964,0.27410680055618286,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC199206.mp3,XC199206.mp3,Geopelia striata,57.94,44100,0.002,0.01695699617266655,0.28150907158851624,0.0,50.0,3,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC199207.mp3,XC199207.mp3,Geopelia striata,41.51,44100,0.001,0.015287081710994244,0.2206481397151947,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203258.mp3,XC203258.mp3,Geopelia striata,40.44,44100,0.0,0.02716791443526745,0.3917907774448395,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203351.mp3,XC203351.mp3,Geopelia striata,59.27,44100,0.001,0.024146372452378273,0.46212708950042725,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203357.mp3,XC203357.mp3,Geopelia striata,10.63,44100,0.002,0.02882215566933155,0.25470221042633057,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203366.mp3,XC203366.mp3,Geopelia striata,53.68,44100,0.001,0.03347647562623024,0.5502046346664429,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203367.mp3,XC203367.mp3,Geopelia striata,132.47,44100,0.0,0.033057961612939835,0.4070287048816681,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203370.mp3,XC203370.mp3,Geopelia striata,82.23,44100,0.0,0.030889146029949188,0.3635401725769043,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203373.mp3,XC203373.mp3,Geopelia striata,57.6,44100,0.0,0.02435695007443428,0.35046154260635376,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203389.mp3,XC203389.mp3,Geopelia striata,67.03,44100,0.001,0.0343058817088604,0.6501140594482422,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC203391.mp3,XC203391.mp3,Geopelia striata,56.08,44100,0.0,0.03693130612373352,0.4985910654067993,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC205818.mp3,XC205818.mp3,Geopelia striata,2.98,44100,0.0,0.004765937104821205,0.039397433400154114,0.0,50.0,1,REJECT,Terlalu pendek (<3.0s)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC205819.mp3,XC205819.mp3,Geopelia striata,4.22,44100,0.0,0.004648028407245874,0.09723865985870361,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC205820.mp3,XC205820.mp3,Geopelia striata,7.08,44100,0.002,0.002954561496153474,0.08842972666025162,0.0,50.0,1,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC207911.mp3,XC207911.mp3,Geopelia striata,11.13,44100,0.005,0.05446157604455948,1.0776170492172241,8.15075639019301e-06,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC207921.mp3,XC207921.mp3,Geopelia striata,58.23,44100,0.109,0.02723255567252636,0.5075298547744751,0.0,18.52,47,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC207922.mp3,XC207922.mp3,Geopelia striata,70.82,44100,0.0,0.025017965584993362,0.645658016204834,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC240597.mp3,XC240597.mp3,Geopelia striata,23.77,44100,0.086,0.04948147013783455,0.6720615029335022,0.0,18.65,34,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC27662.mp3,XC27662.mp3,Geopelia striata,33.78,44100,0.444,0.017651259899139404,0.5421085357666016,0.0,21.33,84,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC290485.mp3,XC290485.mp3,Geopelia striata,25.99,44100,0.547,0.01948128268122673,0.39172011613845825,0.0,25.71,45,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC290486.mp3,XC290486.mp3,Geopelia striata,18.99,44100,0.054,0.014959685504436493,0.3400481045246124,0.0,20.56,5,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC290487.mp3,XC290487.mp3,Geopelia striata,14.63,44100,0.764,0.017551949247717857,0.36401644349098206,0.0,31.54,8,REJECT,Terlalu banyak silence (76.4%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC302526.mp3,XC302526.mp3,Geopelia striata,44.36,44100,0.001,0.031261757016181946,0.9027085304260254,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC302527.mp3,XC302527.mp3,Geopelia striata,9.4,44100,0.001,0.034226078540086746,0.1731700897216797,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC303939.mp3,XC303939.mp3,Geopelia striata,10.19,44100,0.002,0.03939022868871689,0.21467572450637817,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC304320.mp3,XC304320.mp3,Geopelia striata,2.77,44100,0.046,0.04252772033214569,0.22223776578903198,0.0,50.0,1,REJECT,Terlalu pendek (<3.0s)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC307402.mp3,XC307402.mp3,Geopelia striata,11.63,44100,0.0,0.03455783799290657,0.19442808628082275,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC314473.mp3,XC314473.mp3,Geopelia striata,19.37,48000,0.0,0.07235407829284668,0.963651180267334,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC328022.mp3,XC328022.mp3,Geopelia striata,295.15,48000,0.479,0.013680355623364449,0.5622715353965759,0.0,17.25,857,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC342490.mp3,XC342490.mp3,Geopelia striata,20.77,44100,0.571,0.002152523724362254,0.043330855667591095,0.0,23.74,69,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC345584.mp3,XC345584.mp3,Geopelia striata,10.34,44100,0.002,0.034091170877218246,0.2293054461479187,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC34689.mp3,XC34689.mp3,Geopelia striata,6.69,44100,0.003,0.023509465157985687,0.1668420135974884,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC347811.mp3,XC347811.mp3,Geopelia striata,44.98,48000,0.031,0.005960132926702499,0.3366311490535736,0.0,50.0,5,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC347812.mp3,XC347812.mp3,Geopelia striata,18.74,48000,0.087,0.0043303826823830605,0.2648736238479614,0.0,23.01,6,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC347813.mp3,XC347813.mp3,Geopelia striata,18.43,48000,0.041,0.0064133270643651485,0.07653878629207611,0.0,50.0,4,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC348091.mp3,XC348091.mp3,Geopelia striata,20.98,48000,0.244,0.0502190887928009,0.9165123701095581,0.0,19.02,39,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC352051.mp3,XC352051.mp3,Geopelia striata,113.1,48000,0.012,0.00846849288791418,0.15422862768173218,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC360136.mp3,XC360136.mp3,Geopelia striata,21.85,44100,0.037,0.018072690814733505,0.24813778698444366,0.0,50.0,24,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC363012.mp3,XC363012.mp3,Geopelia striata,9.77,44100,0.001,0.05471630394458771,0.3762628138065338,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC364380.mp3,XC364380.mp3,Geopelia striata,4.88,44100,0.005,0.046996310353279114,0.2753622233867645,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC382147.mp3,XC382147.mp3,Geopelia striata,9.46,24000,0.005,0.025989335030317307,0.4186965227127075,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC397190.mp3,XC397190.mp3,Geopelia striata,45.01,44100,0.023,0.02123378962278366,0.5295937657356262,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC399063.mp3,XC399063.mp3,Geopelia striata,58.04,44100,0.0,0.019960561767220497,0.11486539989709854,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC40043.mp3,XC40043.mp3,Geopelia striata,41.85,44100,0.002,0.035087354481220245,0.5083171129226685,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC400874.mp3,XC400874.mp3,Geopelia striata,13.0,48000,0.039,0.017474675551056862,0.22895750403404236,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC404001.mp3,XC404001.mp3,Geopelia striata,14.2,48000,0.003,0.016737299039959908,0.24298638105392456,0.0,50.0,3,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC434301.mp3,XC434301.mp3,Geopelia striata,19.99,48000,0.798,0.014921384863555431,0.8015327453613281,0.0,28.37,22,REJECT,Terlalu banyak silence (79.8%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC434308.mp3,XC434308.mp3,Geopelia striata,3.98,48000,0.671,0.03741126134991646,0.9597988128662109,0.0,29.64,4,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC434900.mp3,XC434900.mp3,Geopelia striata,164.35,48000,0.027,0.029734672978520393,0.7304053902626038,0.0,50.0,15,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC439488.mp3,XC439488.mp3,Geopelia striata,14.42,48000,0.286,0.046227939426898956,0.9115089774131775,0.0,20.71,28,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC444503.mp3,XC444503.mp3,Geopelia striata,11.66,48000,0.0,0.02781488187611103,0.8334710597991943,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC445754.mp3,XC445754.mp3,Geopelia striata,15.43,48000,0.027,0.0485638752579689,1.3166388273239136,4.049768960680793e-06,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC447638.mp3,XC447638.mp3,Geopelia striata,40.59,44100,0.001,0.00680293096229434,0.10109866410493851,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC447639.mp3,XC447639.mp3,Geopelia striata,20.61,44100,0.001,0.006795444060117006,0.043995294719934464,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC461650.mp3,XC461650.mp3,Geopelia striata,9.76,32000,0.003,0.0096440389752388,0.08914730697870255,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC462874.mp3,XC462874.mp3,Geopelia striata,38.93,48000,0.331,0.0020992602221667767,0.10248401015996933,0.0,14.84,118,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC46439.mp3,XC46439.mp3,Geopelia striata,5.62,48000,0.003,0.12561188638210297,0.7533267140388489,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC46440.mp3,XC46440.mp3,Geopelia striata,1.06,48000,0.01,0.09845056384801865,0.4925643503665924,0.0,50.0,1,REJECT,Terlalu pendek (<3.0s)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC464802.mp3,XC464802.mp3,Geopelia striata,7.08,44100,0.002,0.028783457353711128,0.17579475045204163,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC464803.mp3,XC464803.mp3,Geopelia striata,20.43,44100,0.001,0.026202868670225143,0.5472559332847595,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC469241.mp3,XC469241.mp3,Geopelia striata,25.01,48000,0.012,0.019752871245145798,0.2829785943031311,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC479203.mp3,XC479203.mp3,Geopelia striata,10.0,44100,0.0,0.014236113987863064,0.553763210773468,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC503286.mp3,XC503286.mp3,Geopelia striata,129.6,48000,0.0,0.03977590426802635,0.9352251887321472,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC505910.mp3,XC505910.mp3,Geopelia striata,44.55,44100,0.017,0.0022618744987994432,0.0411125123500824,0.0,50.0,2,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC522909.mp3,XC522909.mp3,Geopelia striata,124.4,44100,0.801,0.006090859416872263,0.2647520899772644,0.0,17.28,128,REJECT,Terlalu banyak silence (80.1%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC528907.mp3,XC528907.mp3,Geopelia striata,199.43,44100,0.0,0.04674172028899193,0.6433413624763489,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC537518.mp3,XC537518.mp3,Geopelia striata,13.4,44100,0.021,0.0027208286337554455,0.438279926776886,0.0,50.0,4,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC541311.mp3,XC541311.mp3,Geopelia striata,20.32,44100,0.002,0.004647534806281328,0.04801880568265915,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC541314.mp3,XC541314.mp3,Geopelia striata,16.65,44100,0.027,0.003182293614372611,0.08298192173242569,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC541316.mp3,XC541316.mp3,Geopelia striata,22.66,44100,0.019,0.0047429343685507774,0.0440574549138546,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC559129.mp3,XC559129.mp3,Geopelia striata,43.43,44100,0.764,0.009120569564402103,0.2724347710609436,0.0,25.56,62,REJECT,Terlalu banyak silence (76.4%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC559644.mp3,XC559644.mp3,Geopelia striata,35.68,44100,0.0,0.0028144943062216043,0.03895879536867142,0.0,50.0,1,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC559916.mp3,XC559916.mp3,Geopelia striata,33.96,44100,0.0,0.005133022554218769,0.060290347784757614,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC560520.mp3,XC560520.mp3,Geopelia striata,80.85,48000,0.503,0.03459290787577629,0.9981428980827332,7.730725433236296e-07,21.61,202,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC573140.mp3,XC573140.mp3,Geopelia striata,18.66,44100,0.0,0.03007197566330433,0.503753125667572,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC573520.mp3,XC573520.mp3,Geopelia striata,21.69,44100,0.027,0.012025805190205574,0.1526133269071579,0.0,50.0,7,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC576417.mp3,XC576417.mp3,Geopelia striata,15.18,44100,0.0,0.06966371834278107,0.4586729407310486,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC578384.mp3,XC578384.mp3,Geopelia striata,31.52,44100,0.0,0.04939247667789459,0.5946762561798096,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC580215.mp3,XC580215.mp3,Geopelia striata,22.31,44100,0.059,0.013184664770960808,0.1854657679796219,0.0,21.92,6,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC587201.mp3,XC587201.mp3,Geopelia striata,18.34,44100,0.001,0.0667458176612854,0.5526431202888489,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC588080.mp3,XC588080.mp3,Geopelia striata,3.92,44100,0.61,0.04254951700568199,0.5732468962669373,0.0,29.04,7,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC589483.mp3,XC589483.mp3,Geopelia striata,31.87,48000,0.004,0.012082025408744812,0.16865944862365723,0.0,50.0,3,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC589819.mp3,XC589819.mp3,Geopelia striata,9.51,48000,0.637,0.02405605837702751,0.7858309149742126,0.0,24.91,25,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC589824.mp3,XC589824.mp3,Geopelia striata,52.75,48000,0.736,0.02404165454208851,0.7573371529579163,0.0,24.02,74,REJECT,Terlalu banyak silence (73.6%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC593996.mp3,XC593996.mp3,Geopelia striata,35.63,44100,0.344,0.01381663978099823,0.2508320212364197,0.0,23.12,96,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC598171.mp3,XC598171.mp3,Geopelia striata,33.31,44100,0.631,0.01405260432511568,0.3040725886821747,0.0,23.54,90,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC60755.mp3,XC60755.mp3,Geopelia striata,8.93,8000,0.007,0.1711910516023636,0.8937386274337769,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC615002.mp3,XC615002.mp3,Geopelia striata,84.92,44100,0.0,0.00897721666842699,0.23724831640720367,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC616403.mp3,XC616403.mp3,Geopelia striata,11.73,48000,0.827,0.012757519260048866,0.5486510396003723,0.0,36.78,7,REJECT,Terlalu banyak silence (82.7%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Geopelia striata\XC618483.mp3,XC618483.mp3,Geopelia striata,40.64,48000,0.063,0.009660658426582813,0.19227522611618042,0.0,17.52,37,PASS,OK
